sample_id,ambient_temp_C,coal_surface_temp_C,delta_T_C,delta_T_rate_per_hr,humidity_pct,solar_radiation_Wm2,wind_speed_kmh,rainfall_last_24h_mm,soil_moisture_pct,coal_surface_moisture_pct,pile_age_days,coal_type_volatile_pct,pile_compaction,crack_width_mm,hotspot_detected,vegetation_stress_index,shc_risk,data_source
SYN-00991,37.6,71.1,33.54,1.158,40.8,927.9,19.0,0.0,20.8,11.2,65,28.1,0,2.66,1,1,0,synthetic_physics_based
SYN-00992,35.3,52.6,17.29,0.154,78.0,566.2,5.2,11.4,8.4,3.6,26,23.4,0,1.78,0,0,0,synthetic_physics_based
SYN-00993,26.0,29.7,3.69,0.67,63.2,357.5,5.2,0.0,11.7,6.0,8,28.6,1,1.9,0,0,0,synthetic_physics_based
SYN-00994,33.0,57.0,23.97,3.171,53.8,633.6,2.1,6.7,15.4,10.3,50,35.7,0,6.21,0,0,1,synthetic_physics_based
SYN-00995,27.9,50.2,22.29,3.096,37.9,111.6,18.6,18.7,19.0,10.7,80,36.9,1,0.74,0,2,1,synthetic_physics_based
SYN-00996,22.0,38.3,16.24,0.651,81.9,857.7,11.8,0.0,7.8,5.9,38,20.0,0,5.54,0,1,0,synthetic_physics_based
SYN-00997,40.2,32.6,-7.57,1.107,39.4,157.4,13.5,0.0,8.3,4.3,10,23.4,0,0.1,0,0,0,synthetic_physics_based
SYN-00998,23.0,37.3,14.32,1.169,48.6,345.1,18.3,22.8,19.8,10.9,42,37.6,0,6.82,0,0,0,synthetic_physics_based
SYN-00999,40.9,59.7,18.79,1.154,47.4,784.2,7.2,0.0,4.5,3.0,37,23.4,0,4.14,0,0,0,synthetic_physics_based
SYN-01000,29.8,34.5,4.73,1.497,82.3,587.6,12.6,0.0,14.5,8.8,26,31.9,1,1.49,0,0,0,synthetic_physics_based
SYN-01001,24.1,27.2,3.16,0.107,70.4,404.3,1.3,21.0,19.3,9.4,12,23.1,0,0.34,0,0,0,synthetic_physics_based
SYN-01002,31.9,59.1,27.23,0.673,77.8,476.1,4.1,13.5,20.5,11.2,84,25.1,1,2.78,0,1,0,synthetic_physics_based
SYN-01003,39.2,55.2,16.04,1.303,45.0,819.1,16.7,11.9,3.2,1.0,49,21.8,1,4.37,0,0,0,synthetic_physics_based
SYN-01004,36.1,45.1,9.02,1.278,67.5,356.0,15.5,0.0,10.0,7.8,14,35.1,1,0.89,0,0,0,synthetic_physics_based
SYN-01005,37.7,57.7,19.96,1.698,64.3,832.7,7.3,0.0,7.9,1.8,46,35.7,1,4.64,0,0,0,synthetic_physics_based
SYN-01006,34.5,45.0,10.54,1.306,80.0,129.3,7.8,9.7,13.8,8.5,35,23.9,1,0.1,0,0,0,synthetic_physics_based
SYN-01007,35.2,53.9,18.71,0.331,84.4,749.1,10.9,0.0,15.0,7.1,29,34.5,0,1.66,0,0,0,synthetic_physics_based
SYN-01008,38.7,50.3,11.64,1.187,30.7,812.8,0.5,16.5,22.0,10.4,12,25.2,1,1.71,0,0,0,synthetic_physics_based
SYN-01009,25.5,31.7,6.21,1.7,70.4,213.6,5.2,23.0,12.7,6.6,82,20.0,0,6.97,0,2,0,synthetic_physics_based
SYN-01010,30.8,46.0,15.28,1.223,33.1,437.3,4.6,0.0,13.5,9.3,44,33.2,0,5.28,0,0,0,synthetic_physics_based
SYN-01011,24.9,46.8,21.97,1.357,62.9,198.9,5.4,22.7,10.9,5.0,66,29.9,1,1.94,0,2,0,synthetic_physics_based
SYN-01012,41.7,59.1,17.42,0.147,47.3,685.9,16.2,19.7,5.8,1.0,2,23.5,1,1.87,0,0,0,synthetic_physics_based
SYN-01013,40.8,59.4,18.66,2.658,48.4,531.8,6.0,3.8,8.8,3.4,59,23.1,0,1.65,0,1,0,synthetic_physics_based
SYN-01014,20.9,35.5,14.64,0.867,51.2,621.8,4.2,0.0,7.7,4.4,17,37.5,0,1.17,0,0,0,synthetic_physics_based
SYN-01015,35.5,39.3,3.76,0.984,67.3,226.8,10.3,6.4,18.2,7.6,10,35.3,1,1.72,0,0,0,synthetic_physics_based
SYN-01016,40.4,54.1,13.76,0.425,50.0,240.6,17.4,0.0,13.4,8.4,18,34.2,1,0.7,0,0,0,synthetic_physics_based
SYN-01017,24.0,28.1,4.12,1.307,74.0,87.3,5.2,25.1,8.6,2.4,22,20.6,0,0.1,0,0,0,synthetic_physics_based
SYN-01018,32.5,63.9,31.44,0.953,54.3,339.9,2.0,0.0,12.3,6.0,83,33.1,1,6.05,1,1,1,synthetic_physics_based
SYN-01019,40.1,60.5,20.32,1.166,34.1,553.8,7.4,20.8,7.2,5.2,58,22.3,1,5.19,0,2,0,synthetic_physics_based
SYN-01020,20.7,50.5,29.77,2.267,77.0,822.1,15.1,0.0,6.5,2.8,53,37.5,1,6.48,0,0,1,synthetic_physics_based
SYN-01021,35.3,41.7,6.34,1.055,47.1,650.2,11.2,12.9,19.3,8.6,1,19.0,1,0.48,0,0,0,synthetic_physics_based
SYN-01022,26.5,58.7,32.15,4.245,56.0,441.9,16.4,0.0,21.0,11.4,88,25.0,0,4.81,1,2,1,synthetic_physics_based
SYN-01023,40.3,73.8,33.47,3.087,71.1,907.8,19.2,0.0,4.5,1.7,61,26.6,1,2.71,1,2,1,synthetic_physics_based
SYN-01024,41.4,86.6,45.23,2.426,49.9,697.3,16.0,0.0,17.5,11.5,89,34.5,0,0.27,1,1,1,synthetic_physics_based
SYN-01025,40.8,58.8,18.07,0.843,33.4,887.1,12.3,0.0,11.6,7.6,31,33.3,0,0.47,0,0,0,synthetic_physics_based
SYN-01026,30.4,46.2,15.81,1.387,52.4,524.8,10.1,23.8,10.4,6.5,31,25.5,1,0.38,0,0,0,synthetic_physics_based
SYN-01027,39.0,56.1,17.13,4.425,86.7,283.0,1.3,0.0,16.1,8.9,66,29.3,0,1.38,0,2,1,synthetic_physics_based
SYN-01028,38.6,47.3,8.71,0.586,68.5,97.5,19.7,6.2,8.1,4.1,19,34.7,1,0.86,0,0,0,synthetic_physics_based
SYN-01029,27.0,47.3,20.24,0.981,70.3,703.5,8.0,0.0,3.4,1.5,53,18.4,0,1.32,0,0,0,synthetic_physics_based
SYN-01030,38.2,60.3,22.04,0.734,67.9,159.2,3.5,2.7,7.1,1.3,76,34.0,1,6.29,0,2,1,synthetic_physics_based
SYN-01031,20.8,47.4,26.56,1.431,41.9,322.5,13.5,0.0,6.5,3.6,74,36.9,1,2.21,0,2,1,synthetic_physics_based
SYN-01032,33.1,53.2,20.08,0.013,55.1,529.2,6.0,12.6,3.6,1.0,22,18.6,0,0.61,0,0,0,synthetic_physics_based
SYN-01033,25.1,36.9,11.83,1.066,75.1,558.0,11.9,9.3,9.1,4.9,23,18.9,0,1.22,0,0,0,synthetic_physics_based
SYN-01034,22.7,40.9,18.24,1.556,36.1,590.5,11.9,0.0,12.0,6.7,87,24.9,1,2.22,0,1,0,synthetic_physics_based
SYN-01035,21.7,25.1,3.43,0.313,46.7,199.6,9.2,0.0,17.0,8.6,15,19.8,1,1.23,0,0,0,synthetic_physics_based
SYN-01036,35.3,43.0,7.68,0.018,46.6,391.8,16.8,0.0,9.2,6.5,26,27.6,0,0.76,0,0,0,synthetic_physics_based
SYN-01037,27.5,34.2,6.68,1.345,55.9,605.5,5.7,0.0,6.7,2.1,3,32.6,1,0.69,0,0,0,synthetic_physics_based
SYN-01038,35.9,74.3,38.31,2.06,88.8,922.8,9.2,0.0,7.4,3.3,87,29.3,0,1.84,1,2,1,synthetic_physics_based
SYN-01039,21.4,39.7,18.28,0.092,34.1,704.9,11.0,27.4,19.9,10.5,20,21.9,1,1.35,0,0,0,synthetic_physics_based
SYN-01040,26.9,47.6,20.71,0.783,61.1,880.3,13.4,0.0,6.9,5.5,40,31.1,0,6.0,0,0,0,synthetic_physics_based
SYN-01041,31.9,51.4,19.54,0.229,40.8,736.0,15.8,0.0,19.7,10.9,39,31.7,0,2.43,0,0,0,synthetic_physics_based
SYN-01042,37.4,65.4,28.01,3.663,88.2,582.5,8.2,0.0,11.5,6.3,72,36.6,0,0.67,0,2,1,synthetic_physics_based
SYN-01043,27.0,39.7,12.68,0.998,36.8,222.8,13.1,30.0,20.8,12.7,18,20.9,0,0.08,0,0,0,synthetic_physics_based
SYN-01044,33.8,58.4,24.64,0.446,54.2,650.0,3.4,0.0,10.8,5.1,41,31.8,0,4.83,0,1,0,synthetic_physics_based
SYN-01045,39.5,72.6,33.12,2.833,74.3,611.0,18.7,11.7,6.4,4.8,70,36.2,0,6.5,1,1,1,synthetic_physics_based
SYN-01046,33.5,45.0,11.42,1.247,72.3,592.2,8.0,0.0,13.4,8.0,27,28.0,0,0.36,0,0,0,synthetic_physics_based
SYN-01047,25.1,29.1,4.01,1.011,55.4,490.8,14.7,0.0,14.2,9.6,15,25.2,0,0.17,0,0,0,synthetic_physics_based
SYN-01048,20.5,40.2,19.71,0.01,50.8,525.8,0.9,0.0,15.1,7.7,37,21.4,1,4.79,0,1,0,synthetic_physics_based
SYN-01049,39.1,69.1,30.0,2.675,53.9,351.0,4.5,0.0,10.8,5.5,58,35.3,1,6.14,0,1,1,synthetic_physics_based
SYN-01050,20.5,22.7,2.2,1.215,45.9,517.4,10.0,0.0,3.9,2.4,5,25.9,0,1.5,0,0,0,synthetic_physics_based
SYN-01051,39.2,73.6,34.38,2.971,42.3,227.8,17.6,9.2,14.9,8.1,73,36.5,1,0.94,1,2,1,synthetic_physics_based
SYN-01052,31.6,45.4,13.81,0.637,59.0,774.7,10.8,0.0,20.7,12.6,7,35.0,1,0.96,0,0,0,synthetic_physics_based
SYN-01053,40.7,53.3,12.67,0.876,46.1,217.2,18.6,0.0,21.2,11.3,41,25.5,1,2.49,0,0,0,synthetic_physics_based
SYN-01054,37.6,54.6,17.0,2.085,47.2,126.5,9.9,0.0,14.3,6.3,84,29.5,1,5.72,0,2,0,synthetic_physics_based
SYN-01055,42.0,43.4,1.41,0.96,69.4,442.6,10.1,0.0,3.4,3.9,10,18.5,1,1.57,0,0,0,synthetic_physics_based
SYN-01056,27.7,40.6,12.9,1.819,88.1,642.5,2.8,0.0,5.0,5.6,62,23.3,0,6.27,0,2,0,synthetic_physics_based
SYN-01057,36.9,54.9,17.99,0.268,66.2,443.9,16.2,0.0,18.8,8.0,26,32.2,1,1.76,0,0,0,synthetic_physics_based
SYN-01058,28.8,50.8,21.96,4.419,34.6,299.1,5.3,0.0,18.8,11.0,68,31.6,1,1.45,0,2,1,synthetic_physics_based
SYN-01059,30.6,46.0,15.49,0.282,34.5,552.4,18.0,0.0,21.0,12.7,24,25.1,0,1.16,0,0,0,synthetic_physics_based
SYN-01060,33.8,65.9,32.08,1.63,87.1,362.3,18.3,0.0,13.7,7.9,78,34.2,0,1.94,1,1,1,synthetic_physics_based
SYN-01061,39.2,60.5,21.29,1.004,47.8,889.6,18.9,22.7,19.4,13.0,41,22.7,1,2.7,0,1,0,synthetic_physics_based
SYN-01062,41.6,76.8,35.15,0.735,35.5,880.4,10.6,0.0,18.7,8.3,65,27.2,1,6.63,1,2,1,synthetic_physics_based
SYN-01063,36.9,45.3,8.45,0.239,65.9,502.1,13.7,0.0,14.2,7.0,17,27.5,0,0.87,0,0,0,synthetic_physics_based
SYN-01064,29.2,37.8,8.65,1.444,67.4,345.1,15.7,0.0,17.9,10.0,24,24.8,0,1.69,0,0,0,synthetic_physics_based
SYN-01065,29.3,45.1,15.85,0.479,68.9,713.4,3.1,0.0,5.4,4.3,27,37.1,1,0.51,0,0,0,synthetic_physics_based
SYN-01066,36.2,42.7,6.48,0.587,46.0,83.0,12.2,0.0,15.1,10.1,7,31.9,0,0.02,0,0,0,synthetic_physics_based
SYN-01067,25.3,54.4,29.19,2.014,30.9,477.3,1.2,0.0,21.1,9.8,73,28.8,1,3.79,0,2,1,synthetic_physics_based
SYN-01068,22.4,29.0,6.53,0.924,87.9,352.7,10.2,0.0,6.1,1.0,12,28.2,0,0.9,0,0,0,synthetic_physics_based
SYN-01069,27.8,50.8,23.04,2.107,45.1,878.5,3.5,16.7,17.1,10.6,85,21.2,0,2.04,0,2,0,synthetic_physics_based
SYN-01070,26.3,32.8,6.51,0.663,70.6,60.8,4.1,0.0,9.1,5.2,3,25.4,0,0.98,0,0,0,synthetic_physics_based
SYN-01071,26.5,52.0,25.47,2.111,72.4,547.5,7.6,0.0,18.5,10.4,79,31.5,0,5.31,0,2,1,synthetic_physics_based
SYN-01072,25.1,60.2,35.1,1.95,66.6,716.6,8.9,23.4,16.2,10.1,85,36.5,0,5.04,1,2,1,synthetic_physics_based
SYN-01073,20.9,27.1,6.2,0.875,48.8,486.5,12.7,0.0,20.6,10.1,10,34.3,1,0.89,0,0,0,synthetic_physics_based
SYN-01074,20.4,30.0,9.64,0.561,46.3,126.9,2.0,13.3,16.5,8.7,33,24.0,1,0.34,0,0,0,synthetic_physics_based
SYN-01075,41.7,63.3,21.58,1.843,65.9,925.2,10.3,24.8,10.8,6.7,46,26.7,0,5.66,0,0,0,synthetic_physics_based
SYN-01076,29.4,49.9,20.45,1.383,82.0,516.2,4.1,0.0,3.2,1.0,59,19.7,1,6.88,0,1,1,synthetic_physics_based
SYN-01077,28.5,44.3,15.81,0.467,86.8,602.8,11.7,9.1,18.1,9.1,52,20.0,1,6.25,0,0,0,synthetic_physics_based
SYN-01078,35.0,42.6,7.65,0.48,36.4,262.9,12.9,0.0,10.8,6.1,6,27.4,0,0.59,0,0,0,synthetic_physics_based
SYN-01079,24.8,29.2,4.43,1.182,39.3,485.1,11.4,0.0,15.7,9.4,2,28.6,0,1.64,0,0,0,synthetic_physics_based
SYN-01080,40.9,58.2,17.32,0.157,86.7,436.2,14.9,7.3,5.0,1.0,29,23.3,0,0.03,0,0,0,synthetic_physics_based
SYN-01081,37.3,47.3,9.96,1.125,74.2,117.4,7.0,0.0,19.9,12.0,40,30.9,1,4.4,0,1,0,synthetic_physics_based
SYN-01082,22.0,40.6,18.67,1.868,83.0,145.5,15.4,5.5,11.3,6.9,61,32.1,1,4.57,0,2,0,synthetic_physics_based
SYN-01083,29.2,50.5,21.29,3.573,42.2,803.7,8.9,0.0,20.5,10.0,68,24.0,0,2.02,0,2,1,synthetic_physics_based
SYN-01084,39.3,61.9,22.6,2.356,65.3,265.8,9.9,0.0,16.4,12.4,68,33.2,1,6.05,0,2,1,synthetic_physics_based
SYN-01085,40.8,45.0,4.21,1.48,72.1,225.5,13.1,0.0,5.3,1.5,29,22.1,0,0.65,0,0,0,synthetic_physics_based
SYN-01086,30.3,52.7,22.45,2.779,70.8,504.4,0.9,0.0,14.0,8.8,62,28.9,0,6.45,0,2,1,synthetic_physics_based
SYN-01087,33.5,58.1,24.61,1.311,54.5,741.9,13.3,0.0,20.3,11.6,60,34.1,1,3.41,0,1,0,synthetic_physics_based
SYN-01088,23.7,44.5,20.81,2.687,30.9,105.8,12.6,21.6,18.2,9.4,84,28.7,1,0.27,0,1,0,synthetic_physics_based
SYN-01089,41.8,64.8,22.99,1.263,65.0,569.1,6.5,0.0,10.9,6.2,41,36.2,0,1.3,0,0,0,synthetic_physics_based
SYN-01090,25.1,35.7,10.65,1.612,45.2,157.3,2.2,0.0,21.1,12.4,87,19.2,1,0.9,0,2,0,synthetic_physics_based
SYN-01091,40.7,61.9,21.12,1.173,57.0,82.8,2.3,0.0,8.1,8.7,82,29.8,0,0.5,0,1,0,synthetic_physics_based
SYN-01092,34.3,58.8,24.47,3.048,87.5,97.5,18.5,0.0,10.1,3.4,89,29.2,0,5.06,0,2,1,synthetic_physics_based
SYN-01093,33.4,64.2,30.87,0.871,53.9,800.7,13.9,0.0,17.2,5.4,65,31.2,1,1.51,1,2,1,synthetic_physics_based
SYN-01094,31.3,59.6,28.3,1.518,80.4,156.2,3.0,0.0,7.4,2.6,64,34.7,1,5.9,0,1,1,synthetic_physics_based
SYN-01095,25.1,44.6,19.48,1.691,41.3,90.6,7.5,8.1,12.8,7.0,79,32.5,1,2.0,0,2,0,synthetic_physics_based
SYN-01096,23.9,48.3,24.44,0.314,70.3,444.1,12.1,0.0,16.8,10.3,63,33.8,1,0.42,0,2,1,synthetic_physics_based
SYN-01097,24.9,54.0,29.12,0.496,88.6,809.6,16.8,20.1,15.2,8.5,48,23.8,1,5.78,0,1,0,synthetic_physics_based
SYN-01098,24.1,27.3,3.24,0.4,36.1,286.2,1.4,0.0,6.0,3.0,20,25.7,0,0.51,0,0,0,synthetic_physics_based
SYN-01099,37.2,44.0,6.84,0.804,30.5,429.5,5.1,1.1,15.0,10.5,37,30.5,0,4.28,0,1,0,synthetic_physics_based
SYN-01100,27.7,46.4,18.73,0.791,56.0,85.9,17.9,14.9,13.9,6.4,64,29.1,1,2.49,0,2,0,synthetic_physics_based
SYN-01101,21.3,58.8,37.55,0.947,35.6,454.2,0.7,28.7,13.6,10.0,86,37.2,1,0.51,1,2,1,synthetic_physics_based
SYN-01102,41.3,42.8,1.45,0.932,74.9,569.9,4.4,27.3,18.7,11.2,5,21.7,1,0.01,0,0,0,synthetic_physics_based
SYN-01103,39.4,54.0,14.59,0.719,84.9,563.8,19.2,0.0,6.5,5.8,34,25.0,0,0.97,0,0,0,synthetic_physics_based
SYN-01104,40.4,51.3,10.85,0.433,56.0,349.2,12.5,0.0,17.3,8.1,39,29.5,0,0.28,0,0,0,synthetic_physics_based
SYN-01105,41.9,67.8,25.91,4.117,45.5,334.0,5.6,0.0,17.5,9.1,67,35.4,1,4.11,0,1,1,synthetic_physics_based
SYN-01106,23.8,50.3,26.43,0.424,56.1,146.0,1.8,26.6,16.7,7.0,81,36.6,0,6.27,0,1,0,synthetic_physics_based
SYN-01107,28.7,52.5,23.79,1.749,73.4,380.1,1.0,0.0,12.6,7.4,62,24.7,0,1.68,0,2,1,synthetic_physics_based
SYN-01108,36.7,47.4,10.76,3.758,30.5,139.5,5.3,24.5,10.5,6.3,88,19.3,0,6.5,0,2,0,synthetic_physics_based
SYN-01109,35.3,53.7,18.42,1.096,65.4,739.9,17.7,26.5,10.5,8.8,24,26.4,0,1.69,0,0,0,synthetic_physics_based
SYN-01110,23.4,41.0,17.64,0.267,66.8,919.6,8.6,0.0,16.9,9.4,3,25.9,1,0.17,0,0,0,synthetic_physics_based
SYN-01111,37.9,74.7,36.71,4.267,68.3,923.1,14.5,0.0,12.5,4.6,71,37.7,1,5.91,1,1,1,synthetic_physics_based
SYN-01112,24.9,49.4,24.45,1.014,44.5,828.6,18.4,0.0,9.4,6.6,89,26.6,0,1.95,0,2,0,synthetic_physics_based
SYN-01113,24.9,49.1,24.22,4.382,72.8,590.7,8.5,0.0,14.9,6.8,67,24.1,0,6.71,0,2,1,synthetic_physics_based
SYN-01114,31.8,56.0,24.2,4.271,35.5,680.8,4.2,0.0,18.9,8.5,79,25.3,1,3.03,0,2,1,synthetic_physics_based
SYN-01115,33.0,41.5,8.49,1.869,42.0,306.7,10.6,27.0,4.2,3.3,50,25.9,0,1.16,0,0,0,synthetic_physics_based
SYN-01116,32.8,52.2,19.4,1.151,82.6,617.7,18.2,0.0,21.5,10.7,29,34.4,1,0.77,0,0,0,synthetic_physics_based
SYN-01117,22.0,44.2,22.22,0.451,74.3,460.1,16.2,0.0,4.8,1.8,74,19.6,1,6.98,0,2,1,synthetic_physics_based
SYN-01118,39.3,50.9,11.55,1.133,30.8,483.8,1.8,0.0,12.7,9.1,32,24.3,1,1.98,0,0,0,synthetic_physics_based
SYN-01119,25.8,67.3,41.48,1.418,44.9,732.0,14.0,0.0,13.6,8.3,87,37.3,1,2.09,1,1,1,synthetic_physics_based
SYN-01120,22.8,37.7,14.9,0.203,42.9,303.7,11.7,0.0,5.6,4.0,39,21.1,0,4.12,0,1,0,synthetic_physics_based
SYN-01121,39.6,47.2,7.66,0.547,46.2,336.2,18.2,0.0,20.4,9.2,9,32.9,1,0.14,0,0,0,synthetic_physics_based
SYN-01122,41.0,60.2,19.19,0.163,44.9,882.2,2.9,0.0,12.0,7.6,14,25.1,0,1.86,0,0,0,synthetic_physics_based
SYN-01123,39.0,61.0,21.99,3.101,33.8,100.6,10.9,0.0,5.7,2.7,68,29.6,0,3.76,0,1,1,synthetic_physics_based
SYN-01124,37.8,58.1,20.27,2.568,57.5,487.1,17.6,0.0,16.5,8.4,64,20.0,0,2.34,0,2,1,synthetic_physics_based
SYN-01125,34.4,43.0,8.56,1.29,74.0,871.5,8.5,0.0,15.6,9.2,20,24.1,0,0.6,0,0,0,synthetic_physics_based
SYN-01126,32.1,37.9,5.8,1.142,66.4,599.3,9.9,0.0,21.3,11.7,28,28.0,0,0.1,0,0,0,synthetic_physics_based
SYN-01127,21.9,37.3,15.41,0.324,70.4,541.8,1.9,0.0,11.4,4.1,14,22.6,0,1.99,0,0,0,synthetic_physics_based
SYN-01128,29.0,41.0,11.97,0.726,34.9,274.8,5.9,0.0,8.1,5.9,44,28.8,1,5.85,0,0,0,synthetic_physics_based
SYN-01129,28.2,46.0,17.8,2.82,87.1,358.9,6.8,6.8,4.1,3.8,77,22.4,1,2.36,0,1,0,synthetic_physics_based
SYN-01130,25.7,56.1,30.36,1.087,80.3,816.8,18.9,0.0,16.9,8.4,39,31.0,0,6.81,1,0,0,synthetic_physics_based
SYN-01131,35.9,50.0,14.07,0.602,78.3,553.3,6.0,16.9,14.7,9.0,28,36.1,1,1.87,0,0,0,synthetic_physics_based
SYN-01132,30.9,48.8,17.88,1.931,79.4,513.3,9.5,11.7,21.5,13.2,64,19.7,0,4.18,0,1,0,synthetic_physics_based
SYN-01133,21.8,40.3,18.53,2.221,86.0,139.6,13.6,0.0,16.5,6.3,89,22.3,1,5.57,0,1,0,synthetic_physics_based
SYN-01134,24.8,34.1,9.31,0.699,62.7,64.4,3.7,0.0,20.7,10.6,32,34.9,0,0.63,0,0,0,synthetic_physics_based
SYN-01135,35.0,57.1,22.12,1.462,42.0,917.3,10.0,0.0,21.8,8.7,9,30.6,1,0.92,0,0,0,synthetic_physics_based
SYN-01136,21.7,30.8,9.14,1.322,67.0,389.3,14.9,0.0,11.1,7.1,28,19.6,0,0.04,0,0,0,synthetic_physics_based
SYN-01137,38.7,54.8,16.1,0.272,74.6,592.9,17.4,0.0,5.9,3.9,17,27.7,1,1.2,0,0,0,synthetic_physics_based
SYN-01138,30.9,48.9,18.01,2.398,74.3,121.7,12.7,0.0,6.7,2.7,87,22.2,0,2.35,0,2,0,synthetic_physics_based
SYN-01139,30.6,58.8,28.22,3.069,61.3,664.8,13.5,0.0,9.0,4.8,77,22.0,0,4.68,0,1,1,synthetic_physics_based
SYN-01140,33.0,58.2,25.13,2.257,34.1,889.3,3.0,0.0,12.7,6.4,55,36.8,0,2.78,0,0,1,synthetic_physics_based
SYN-01141,38.1,40.8,2.68,1.081,52.3,568.1,18.9,18.9,5.3,1.0,10,33.2,0,0.49,0,0,0,synthetic_physics_based
SYN-01142,27.7,51.3,23.61,1.683,85.2,163.5,3.1,0.0,8.7,6.8,80,31.9,1,0.93,0,2,0,synthetic_physics_based
SYN-01143,34.9,41.7,6.79,1.02,65.1,573.5,15.6,0.0,8.8,5.2,6,22.8,1,1.41,0,0,0,synthetic_physics_based
SYN-01144,32.4,58.0,25.54,3.929,62.3,739.7,5.7,16.1,3.1,1.5,48,20.4,0,5.88,0,0,0,synthetic_physics_based
SYN-01145,25.9,53.9,27.98,1.681,46.1,415.8,18.7,0.0,9.7,5.1,75,35.4,1,3.53,0,2,1,synthetic_physics_based
SYN-01146,39.3,63.4,24.11,4.351,52.1,841.9,14.5,0.0,5.2,3.9,67,18.1,1,4.03,0,1,1,synthetic_physics_based
SYN-01147,37.5,55.0,17.43,1.179,83.7,633.8,15.2,0.0,11.2,3.8,41,25.8,1,2.73,0,1,0,synthetic_physics_based
SYN-01148,34.5,60.7,26.2,1.315,70.0,859.3,4.8,20.3,6.7,2.4,79,23.6,0,1.13,0,2,0,synthetic_physics_based
SYN-01149,38.7,63.0,24.33,2.247,77.2,611.2,9.1,0.0,18.6,10.6,60,29.4,1,3.26,0,1,0,synthetic_physics_based
SYN-01150,39.1,60.3,21.22,3.649,57.3,168.2,12.5,0.0,4.5,4.2,77,23.0,0,1.76,0,2,1,synthetic_physics_based
SYN-01151,35.6,47.9,12.27,1.149,67.8,328.7,15.5,3.3,19.4,7.1,42,24.2,1,5.9,0,1,0,synthetic_physics_based
SYN-01152,38.4,63.8,25.34,1.033,44.9,231.6,2.5,28.5,14.0,9.2,81,35.0,0,6.91,0,2,0,synthetic_physics_based
SYN-01153,35.3,69.7,34.4,1.294,72.3,867.9,19.3,0.0,11.7,5.4,71,30.1,1,6.25,1,2,1,synthetic_physics_based
SYN-01154,35.0,44.6,9.65,0.075,55.7,734.4,17.9,11.2,13.4,7.0,28,20.9,1,1.46,0,0,0,synthetic_physics_based
SYN-01155,33.6,52.2,18.62,0.4,56.6,658.8,5.8,12.8,10.1,5.6,13,32.5,0,0.36,0,0,0,synthetic_physics_based
SYN-01156,36.6,53.1,16.53,2.074,69.0,320.9,16.5,0.0,5.4,1.3,81,22.1,1,6.65,0,2,0,synthetic_physics_based
SYN-01157,23.5,33.9,10.46,0.855,86.2,215.6,10.6,0.0,17.6,7.8,15,26.7,1,1.84,0,0,0,synthetic_physics_based
SYN-01158,39.4,61.2,21.83,0.705,33.8,730.8,9.5,1.5,20.6,11.7,36,30.9,1,4.54,0,1,0,synthetic_physics_based
SYN-01159,39.2,41.3,2.07,1.036,79.5,476.7,6.6,0.0,21.1,14.4,15,23.4,1,0.1,0,0,0,synthetic_physics_based
SYN-01160,20.6,40.5,19.82,0.985,47.5,253.2,11.8,0.0,15.7,7.2,75,25.7,1,5.02,0,1,0,synthetic_physics_based
SYN-01161,38.2,68.0,29.79,1.974,56.6,605.0,14.7,0.0,10.8,4.5,56,32.7,1,4.55,0,2,1,synthetic_physics_based
SYN-01162,22.8,24.2,1.35,0.662,31.3,86.3,8.5,0.0,12.1,4.8,4,36.8,1,0.56,0,0,0,synthetic_physics_based
SYN-01163,27.4,44.1,16.75,2.512,48.1,343.6,12.8,0.0,15.5,8.2,52,28.6,0,5.14,0,0,0,synthetic_physics_based
SYN-01164,36.4,42.2,5.87,1.285,60.2,471.7,14.1,0.0,18.6,8.8,10,18.2,1,0.02,0,0,0,synthetic_physics_based
SYN-01165,23.5,40.3,16.8,0.613,33.4,183.2,14.4,0.0,10.1,4.1,45,24.8,1,2.94,0,0,0,synthetic_physics_based
SYN-01166,38.0,68.8,30.79,0.773,59.5,936.2,1.5,0.0,20.4,11.5,84,26.0,1,5.27,1,1,1,synthetic_physics_based
SYN-01167,38.3,55.1,16.81,0.954,85.6,238.2,17.3,0.0,9.2,2.9,29,24.8,0,2.0,0,0,0,synthetic_physics_based
SYN-01168,31.2,50.0,18.86,3.861,36.3,167.3,9.4,0.0,13.1,9.6,53,26.7,0,6.16,0,0,0,synthetic_physics_based
SYN-01169,20.1,36.4,16.29,0.441,75.9,233.2,5.6,3.9,21.3,9.9,29,30.7,1,0.31,0,0,0,synthetic_physics_based
SYN-01170,26.3,42.2,15.88,0.715,54.6,742.2,5.2,22.1,20.8,13.2,23,20.4,1,1.1,0,0,0,synthetic_physics_based
SYN-01171,33.6,49.4,15.84,1.805,69.3,433.0,9.9,0.0,16.2,11.9,57,23.5,0,5.66,0,2,0,synthetic_physics_based
SYN-01172,41.6,63.8,22.26,1.681,45.6,558.9,17.8,0.0,9.2,6.8,50,28.2,0,4.53,0,0,0,synthetic_physics_based
SYN-01173,33.9,45.4,11.48,0.527,39.6,68.9,7.9,3.7,7.2,5.5,21,24.3,0,1.89,0,0,0,synthetic_physics_based
SYN-01174,25.7,47.4,21.69,0.941,39.6,81.0,15.1,0.0,4.5,3.7,43,37.8,1,1.73,0,0,0,synthetic_physics_based
